rep_seq	S1	S2	S3
S2_OGNIMOKN_04825	NA	7.9259	NA
S2_OGNIMOKN_04826	NA	6.2645	NA
S2_OGNIMOKN_04827	NA	3.0259	NA
S2_OGNIMOKN_04828	NA	6.1557	NA
S2_OGNIMOKN_04833	NA	76.8224	NA
S2_OGNIMOKN_04834	NA	42.5714	NA
S2_OGNIMOKN_04835	NA	9.9786	NA
S2_OGNIMOKN_04836	NA	2.1207	NA
S2_OGNIMOKN_04837	NA	3.9758	NA
S2_OGNIMOKN_04838	NA	3.124	NA
S2_OGNIMOKN_04842	NA	8.5216	NA
S2_OGNIMOKN_04843	NA	11.5109	NA
S2_OGNIMOKN_04844	NA	NA	NA
S2_OGNIMOKN_04845	NA	2.5333	NA
S2_OGNIMOKN_04846	NA	5.9479	NA
S2_OGNIMOKN_04847	NA	4.037	NA
S2_OGNIMOKN_04848	NA	4.8902	NA
S2_OGNIMOKN_04849	NA	5.4603	NA
S2_OGNIMOKN_04850	NA	4.8273	NA
S2_OGNIMOKN_04851	NA	3.2939	NA
S2_OGNIMOKN_04852	NA	15.1357	NA
S2_OGNIMOKN_04853	NA	NA	NA
S2_OGNIMOKN_04854	NA	NA	NA
S2_OGNIMOKN_04857	NA	16.8219	NA
S2_OGNIMOKN_04858	NA	9.2623	NA
S2_OGNIMOKN_04859	NA	2.7815	NA
S2_OGNIMOKN_04860	NA	2.8356	NA
S2_OGNIMOKN_04861	NA	3.3089	NA
S2_OGNIMOKN_04862	NA	7.4891	NA
S2_OGNIMOKN_04863	NA	8.9234000000000009	NA
S2_OGNIMOKN_04865	NA	5.9953	NA
S2_OGNIMOKN_04866	NA	4.0623	NA
S2_OGNIMOKN_04867	NA	NA	NA
S2_OGNIMOKN_04874	NA	23.7174	NA
S2_OGNIMOKN_04882	NA	NA	NA
S2_OGNIMOKN_04883	NA	NA	NA
S2_OGNIMOKN_04884	NA	NA	NA
S2_OGNIMOKN_04885	NA	NA	NA
S2_OGNIMOKN_04886	NA	NA	NA
S2_OGNIMOKN_04887	NA	NA	NA
S2_OGNIMOKN_04888	NA	NA	NA
S2_OGNIMOKN_04889	NA	NA	NA
S2_OGNIMOKN_04891	NA	NA	NA
S2_OGNIMOKN_04893	NA	NA	NA
S2_OGNIMOKN_04895	NA	21.9224	NA
S2_OGNIMOKN_04901	NA	4.2525	NA
S2_OGNIMOKN_04903	NA	7.3943	NA
S2_OGNIMOKN_04904	NA	5.8114	NA
S2_OGNIMOKN_04906	NA	3.4361	NA
S2_OGNIMOKN_04907	NA	9.0455	NA
S2_OGNIMOKN_04908	NA	2.1957	NA
S2_OGNIMOKN_04909	NA	2.4987	NA
S2_OGNIMOKN_04910	NA	7.5481	NA
S2_OGNIMOKN_04911	NA	6.6206	NA
S2_OGNIMOKN_04912	NA	12.1063	NA
S2_OGNIMOKN_04913	NA	10.0112	NA
S2_OGNIMOKN_04914	NA	9.1658	NA
S2_OGNIMOKN_04915	NA	11.6667	NA
S2_OGNIMOKN_04916	NA	12.8235	NA
S2_OGNIMOKN_04917	NA	17.419	NA
S2_OGNIMOKN_04918	NA	25.1626	NA
S2_OGNIMOKN_04919	NA	243.6082	NA
S2_OGNIMOKN_04920	NA	NA	NA
S2_OGNIMOKN_04921	NA	6.5098	NA
S2_OGNIMOKN_04922	NA	NA	NA
S2_OGNIMOKN_04923	NA	NA	NA
S2_OGNIMOKN_04924	NA	NA	NA
S2_OGNIMOKN_04925	NA	3.9935	NA
S2_OGNIMOKN_04927	NA	5.2879	NA
S2_OGNIMOKN_04929	NA	13.0253	NA
S2_OGNIMOKN_04930	NA	5.1795	NA
S2_OGNIMOKN_04931	NA	4.0119	NA
S2_OGNIMOKN_04932	NA	3.1164	NA
S2_OGNIMOKN_04933	NA	4.3071	NA
S2_OGNIMOKN_04934	NA	8.5707	NA
S2_OGNIMOKN_04935	NA	4.38	NA
S2_OGNIMOKN_04936	NA	6.2263	NA
S2_OGNIMOKN_04937	NA	6.8357	NA
S2_OGNIMOKN_04938	NA	7.807	NA
S2_OGNIMOKN_04939	NA	6.0797	NA
S2_OGNIMOKN_04940	NA	2.385	NA
S2_OGNIMOKN_04941	NA	NA	NA
S2_OGNIMOKN_04942	NA	2.3388	NA
S2_OGNIMOKN_04943	NA	5.9173	NA
S2_OGNIMOKN_04944	NA	11.1511	NA
S2_OGNIMOKN_04945	NA	10.1509	NA
S2_OGNIMOKN_04946	NA	8.1351	NA
S2_OGNIMOKN_04947	NA	6.4167	NA
S2_OGNIMOKN_04948	NA	3.4972	NA
S2_OGNIMOKN_04949	NA	7.67	NA
S2_OGNIMOKN_04950	NA	6.6214	NA
S2_OGNIMOKN_04951	NA	4.8594	NA
S2_OGNIMOKN_04952	NA	2.0152	NA
S2_OGNIMOKN_04953	NA	5.3772	NA
S2_OGNIMOKN_04954	NA	7.3953	NA
S2_OGNIMOKN_04955	NA	3.1582	NA
S2_OGNIMOKN_04956	NA	5.2366	NA
S2_OGNIMOKN_04957	NA	4.7275	NA
S2_OGNIMOKN_04958	NA	4.9056	NA
S2_OGNIMOKN_04959	NA	4.454	NA
S2_OGNIMOKN_04960	NA	4.0815	NA
S2_OGNIMOKN_04961	NA	6.6487	NA
S2_OGNIMOKN_04962	NA	3.053	NA
S2_OGNIMOKN_04964	NA	8.4348	NA
S2_OGNIMOKN_04965	NA	2.2477	NA
S2_OGNIMOKN_04968	NA	5.1306	NA
S2_OGNIMOKN_04969	NA	1.4248	NA
S2_OGNIMOKN_04970	NA	3.761	NA
S2_OGNIMOKN_04971	NA	3.6489	NA
S2_OGNIMOKN_04972	NA	3.9913	NA
S2_OGNIMOKN_04973	NA	9.9019	NA
S2_OGNIMOKN_04974	NA	2.2421	NA
S2_OGNIMOKN_04975	NA	6.1002	NA
S2_OGNIMOKN_04977	NA	18.3333	NA
S2_OGNIMOKN_04978	NA	29.8048	NA
S2_OGNIMOKN_04979	NA	7.1967	NA
S2_OGNIMOKN_04980	NA	31.073999999999998	NA
S2_OGNIMOKN_04985	NA	NA	NA
S2_OGNIMOKN_04986	NA	NA	NA
S2_OGNIMOKN_04987	NA	NA	NA
S2_OGNIMOKN_04988	NA	5.189	NA
S2_OGNIMOKN_04989	NA	5.408	NA
S2_OGNIMOKN_04990	NA	3.4232	NA
S2_OGNIMOKN_04991	NA	NA	NA
S2_OGNIMOKN_04992	NA	2.9115	NA
S2_OGNIMOKN_04993	NA	2.5863	NA
S2_OGNIMOKN_04995	NA	7.951	NA
S2_OGNIMOKN_04996	NA	4.0833	NA
S2_OGNIMOKN_04997	NA	13.0481	NA
S2_OGNIMOKN_04998	NA	NA	NA
S2_OGNIMOKN_05000	NA	12.5486	NA
S2_OGNIMOKN_05002	NA	8.1725	NA
S2_OGNIMOKN_05004	NA	3.1911	NA
S2_OGNIMOKN_05005	NA	2.9821	NA
S2_OGNIMOKN_05006	NA	3.2471	NA
S2_OGNIMOKN_05007	NA	3.8235	NA
S2_OGNIMOKN_05009	NA	NA	NA
S2_OGNIMOKN_05010	NA	20.3211	NA
S2_OGNIMOKN_05011	NA	8.2767	NA
S2_OGNIMOKN_05012	NA	7.9547	NA
S2_OGNIMOKN_05013	NA	12.0043	NA
S2_OGNIMOKN_05014	NA	11.0183	NA
S2_OGNIMOKN_05015	NA	8.3137	NA
S2_OGNIMOKN_05016	NA	12.3069	NA
S2_OGNIMOKN_05017	NA	15.962	NA
S2_OGNIMOKN_05018	NA	12.5698	NA
S2_OGNIMOKN_05019	NA	9.3674	NA
S2_OGNIMOKN_05021	NA	5.623	NA
S2_OGNIMOKN_05022	NA	116.50479999999999	NA
S2_OGNIMOKN_05023	NA	NA	NA
S2_OGNIMOKN_05024	NA	NA	NA
S2_OGNIMOKN_05025	NA	NA	NA
S2_OGNIMOKN_05028	NA	131.1746	NA
S2_OGNIMOKN_05029	NA	NA	NA
S2_OGNIMOKN_05031	NA	128.1402	NA
S2_OGNIMOKN_05032	NA	NA	NA
S2_OGNIMOKN_05033	NA	NA	NA
S2_OGNIMOKN_05034	NA	NA	NA
S2_OGNIMOKN_05035	NA	NA	NA
S2_OGNIMOKN_05036	NA	NA	NA
S2_OGNIMOKN_05037	NA	NA	NA
S2_OGNIMOKN_05038	NA	NA	NA
S2_OGNIMOKN_05039	NA	NA	NA
S2_OGNIMOKN_05040	NA	NA	NA
S2_OGNIMOKN_05041	NA	NA	NA
S2_OGNIMOKN_05042	NA	NA	NA
S2_OGNIMOKN_05044	NA	3.688	NA
S2_OGNIMOKN_05045	NA	6.7648	NA
S2_OGNIMOKN_05046	NA	1.7853	NA
S2_OGNIMOKN_05047	NA	7.1455	NA
S2_OGNIMOKN_05048	NA	3.602	NA
S2_OGNIMOKN_05049	NA	5.6271	NA
S2_OGNIMOKN_05050	NA	4.6789	NA
S2_OGNIMOKN_05051	NA	7.8319	NA
S2_OGNIMOKN_05052	NA	9.3569	NA
S2_OGNIMOKN_05053	NA	10.652	NA
S2_OGNIMOKN_05054	NA	8.4149	NA
S2_OGNIMOKN_05055	NA	5.0811	NA
S2_OGNIMOKN_05056	NA	9.3922	NA
S2_OGNIMOKN_05057	NA	5.5779	NA
S2_OGNIMOKN_05058	NA	14.8243	NA
S2_OGNIMOKN_05059	NA	6.9225	NA
S2_OGNIMOKN_05060	NA	9.0919	NA
S2_OGNIMOKN_05061	NA	3.3863	NA
S2_OGNIMOKN_05062	NA	6.8359	NA
S2_OGNIMOKN_05063	NA	2.6492	NA
S2_OGNIMOKN_05064	NA	NA	NA
S2_OGNIMOKN_05066	NA	NA	NA
S2_OGNIMOKN_05067	NA	NA	NA
S2_OGNIMOKN_05069	NA	2.9437	NA
S2_OGNIMOKN_05070	NA	7.4183	NA
S2_OGNIMOKN_05071	NA	7.5843	NA
S2_OGNIMOKN_05073	NA	9.8039	NA
S2_OGNIMOKN_05074	NA	11.6377	NA
S2_OGNIMOKN_05076	NA	2.4118	NA
S2_OGNIMOKN_05077	NA	NA	NA
S2_OGNIMOKN_05078	NA	2.7374	NA
S2_OGNIMOKN_05079	NA	2.9794	NA
S2_OGNIMOKN_05080	NA	4.5256	NA
S2_OGNIMOKN_05081	NA	2.8375	NA
S2_OGNIMOKN_05082	NA	3.1631	NA
S2_OGNIMOKN_05083	NA	NA	NA
S2_OGNIMOKN_05085	NA	5.1928	NA
S2_OGNIMOKN_05086	NA	5.3521	NA
S2_OGNIMOKN_05087	NA	4.542	NA
S2_OGNIMOKN_05088	NA	3.75	NA
S2_OGNIMOKN_05089	NA	5.3503	NA
S2_OGNIMOKN_05090	NA	3.1038	NA
S2_OGNIMOKN_05092	NA	3.6389	NA
S2_OGNIMOKN_05095	NA	5.2506	NA
S2_OGNIMOKN_05096	NA	5.1634	NA
S2_OGNIMOKN_05097	NA	4.1143	NA
S2_OGNIMOKN_05098	NA	2.5045	NA
S2_OGNIMOKN_05099	NA	NA	NA
S2_OGNIMOKN_05101	NA	10.759	NA
S2_OGNIMOKN_05102	NA	7.2407	NA
S2_OGNIMOKN_05103	NA	5.7733	NA
S2_OGNIMOKN_05104	NA	3.4416	NA
S2_OGNIMOKN_05105	NA	4.0016	NA
S2_OGNIMOKN_05106	NA	5.0199	NA
S2_OGNIMOKN_05107	NA	2.99	NA
S2_OGNIMOKN_05108	NA	4.8314	NA
S2_OGNIMOKN_05109	NA	3.5863	NA
S2_OGNIMOKN_05111	NA	6.0513	NA
S2_OGNIMOKN_05112	NA	6.3512	NA
S2_OGNIMOKN_05113	NA	3.0353	NA
S2_OGNIMOKN_05114	NA	NA	NA
S2_OGNIMOKN_05115	NA	4.2639	NA
S2_OGNIMOKN_05116	NA	10.7423	NA
S2_OGNIMOKN_05117	NA	3.3882	NA
S2_OGNIMOKN_05118	NA	4.063	NA
S2_OGNIMOKN_05119	NA	10.452	NA
S2_OGNIMOKN_05120	NA	1.8169	NA
S2_OGNIMOKN_05121	NA	6.5509	NA
S2_OGNIMOKN_05122	NA	4.8081	NA
S2_OGNIMOKN_05123	NA	4.9237	NA
S2_OGNIMOKN_05124	NA	4.7311	NA
S2_OGNIMOKN_05125	NA	103.8579	NA
S2_OGNIMOKN_05126	NA	50.5643	NA
S2_OGNIMOKN_05127	NA	6.8531	NA
S2_OGNIMOKN_05128	NA	3.0928	NA
S2_OGNIMOKN_05132	NA	8.4967	NA
S2_OGNIMOKN_05133	NA	9.2157	NA
S2_OGNIMOKN_05134	NA	8.9825	NA
S2_OGNIMOKN_05135	NA	1.6667	NA
S2_OGNIMOKN_05136	NA	4.1612	NA
S2_OGNIMOKN_05137	NA	6.9644	NA
S2_OGNIMOKN_05139	NA	4.6923	NA
S2_OGNIMOKN_05140	NA	4.1498	NA
S2_OGNIMOKN_05141	NA	6.6859	NA
S2_OGNIMOKN_05142	NA	3.872	NA
S2_OGNIMOKN_05143	NA	8.0281	NA
S2_OGNIMOKN_05144	NA	55.588300000000004	NA
S2_OGNIMOKN_05147	NA	109.8056	NA
S2_OGNIMOKN_05148	NA	84.7153	NA
S2_OGNIMOKN_05149	NA	116.8246	NA
S2_OGNIMOKN_05150	NA	109.0755	NA
S2_OGNIMOKN_05151	NA	4.4882	NA
S2_OGNIMOKN_05152	NA	4.0998	NA
S2_OGNIMOKN_05153	NA	6.3485	NA
S2_OGNIMOKN_05154	NA	6.5417	NA
S2_OGNIMOKN_05155	NA	6.7864	NA
S2_OGNIMOKN_05156	NA	8.4897	NA
S2_OGNIMOKN_05157	NA	6.9589	NA
S2_OGNIMOKN_05158	NA	11.4397	NA
S2_OGNIMOKN_05159	NA	7.7413	NA
S2_OGNIMOKN_05160	NA	10.1012	NA
S2_OGNIMOKN_05161	NA	3.7965	NA
S2_OGNIMOKN_05162	NA	2.0781	NA
S2_OGNIMOKN_05163	NA	6.3109	NA
S2_OGNIMOKN_05164	NA	8.6252	NA
S2_OGNIMOKN_05165	NA	3.5244	NA
S2_OGNIMOKN_05166	NA	5.5796	NA
S2_OGNIMOKN_05167	NA	3.8631	NA
S2_OGNIMOKN_05168	NA	1.8391	NA
S2_OGNIMOKN_05169	NA	6.7062	NA
S2_OGNIMOKN_05170	NA	6.8811	NA
S2_OGNIMOKN_05171	NA	3.1798	NA
S2_OGNIMOKN_05172	NA	7.0861	NA
S2_OGNIMOKN_05173	NA	3.0576	NA
S2_OGNIMOKN_05174	NA	9.8773	NA
S2_OGNIMOKN_05175	NA	17.0019	NA
S2_OGNIMOKN_05176	NA	15.4693	NA
S2_OGNIMOKN_05177	NA	17.5402	NA
S2_OGNIMOKN_05178	NA	19.9699	NA
S2_OGNIMOKN_05179	NA	4.8357	NA
S2_OGNIMOKN_05180	NA	NA	NA
S2_OGNIMOKN_05181	NA	NA	NA
S2_OGNIMOKN_05182	NA	NA	NA
S2_OGNIMOKN_05183	NA	NA	NA
S2_OGNIMOKN_05184	NA	NA	NA
S2_OGNIMOKN_05185	NA	NA	NA
S2_OGNIMOKN_05186	NA	NA	NA
S2_OGNIMOKN_05187	NA	NA	NA
S2_OGNIMOKN_05188	NA	NA	NA
S2_OGNIMOKN_05198	NA	NA	NA
S2_OGNIMOKN_05199	NA	NA	NA
S2_OGNIMOKN_05200	NA	NA	NA
S2_OGNIMOKN_05201	NA	NA	NA
S2_OGNIMOKN_05202	NA	NA	NA
S2_OGNIMOKN_05203	NA	NA	NA
S2_OGNIMOKN_05204	NA	NA	NA
S2_OGNIMOKN_05205	NA	NA	NA
S2_OGNIMOKN_05206	NA	NA	NA
S2_OGNIMOKN_05207	NA	NA	NA
S2_OGNIMOKN_05208	NA	NA	NA
S2_OGNIMOKN_05209	NA	NA	NA
S2_OGNIMOKN_05210	NA	NA	NA
S2_OGNIMOKN_05211	NA	NA	NA
S2_OGNIMOKN_05212	NA	NA	NA
S2_OGNIMOKN_05213	NA	NA	NA
S2_OGNIMOKN_05214	NA	NA	NA
S2_OGNIMOKN_05215	NA	NA	NA
S2_OGNIMOKN_05216	NA	NA	NA
S2_OGNIMOKN_05217	NA	NA	NA
S2_OGNIMOKN_05218	NA	NA	NA
S2_OGNIMOKN_05219	NA	NA	NA
S2_OGNIMOKN_05220	NA	NA	NA
S2_OGNIMOKN_05230	NA	NA	NA
S2_OGNIMOKN_05231	NA	NA	NA
S2_OGNIMOKN_05234	NA	NA	NA
S2_OGNIMOKN_05236	NA	NA	NA
S2_OGNIMOKN_05237	NA	NA	NA
S2_OGNIMOKN_05238	NA	20.3348	NA
S2_OGNIMOKN_05239	NA	7.1237	NA
S2_OGNIMOKN_05240	NA	6.4133	NA
S2_OGNIMOKN_05241	NA	7.0418	NA
S2_OGNIMOKN_05242	NA	5.4626	NA
S2_OGNIMOKN_05243	NA	4.835	NA
S2_OGNIMOKN_05244	NA	2.5062	NA
S2_OGNIMOKN_05246	NA	NA	NA
S2_OGNIMOKN_05247	NA	NA	NA
S2_OGNIMOKN_05248	NA	NA	NA
S2_OGNIMOKN_05250	NA	NA	NA
S2_OGNIMOKN_05251	NA	NA	NA
S2_OGNIMOKN_05252	NA	NA	NA
S2_OGNIMOKN_05253	NA	NA	NA
S2_OGNIMOKN_05261	NA	NA	NA
S2_OGNIMOKN_05262	NA	NA	NA
S2_OGNIMOKN_05263	NA	NA	NA
S2_OGNIMOKN_05264	NA	NA	NA
S2_OGNIMOKN_05265	NA	4.6531	NA
S2_OGNIMOKN_05266	NA	5.906	NA
S2_OGNIMOKN_05267	NA	3.9841	NA
S2_OGNIMOKN_05268	NA	8.2913	NA
S2_OGNIMOKN_05269	NA	7.8727	NA
S2_OGNIMOKN_05270	NA	8.9148	NA
S2_OGNIMOKN_05271	NA	5.8348	NA
S2_OGNIMOKN_05272	NA	5.6596	NA
S2_OGNIMOKN_05273	NA	2.3663	NA
S2_OGNIMOKN_05274	NA	9	NA
S2_OGNIMOKN_05275	NA	6.5969	NA
S2_OGNIMOKN_05276	NA	2.7981	NA
S2_OGNIMOKN_05277	NA	4.2652	NA
S2_OGNIMOKN_05278	NA	4.0791	NA
S2_OGNIMOKN_05279	NA	3.7554	NA
S2_OGNIMOKN_05280	NA	5.219	NA
S2_OGNIMOKN_05281	NA	7.5027	NA
S2_OGNIMOKN_05282	NA	4.4459	NA
S2_OGNIMOKN_05283	NA	3.6172	NA
S2_OGNIMOKN_05284	NA	3.0855	NA
S2_OGNIMOKN_05285	NA	4.677	NA
S2_OGNIMOKN_05286	NA	2.8333	NA
S2_OGNIMOKN_05287	NA	2.5455	NA
S2_OGNIMOKN_05288	NA	10.2828	NA
S2_OGNIMOKN_05289	NA	7.6154	NA
S2_OGNIMOKN_05291	NA	21.2028	NA
S2_OGNIMOKN_05292	NA	5.8648	NA
S2_OGNIMOKN_05293	NA	7.5875	NA
S2_OGNIMOKN_05294	NA	6.1195	NA
S2_OGNIMOKN_05295	NA	3.3234	NA
S2_OGNIMOKN_05296	NA	5.3183	NA
S2_OGNIMOKN_05297	NA	4.4083	NA
S2_OGNIMOKN_05298	NA	6.3279	NA
S2_OGNIMOKN_05299	NA	5.5078	NA
S2_OGNIMOKN_05300	NA	2.4411	NA
S2_OGNIMOKN_05301	NA	11.0392	NA
S2_OGNIMOKN_05302	NA	7.5038	NA
S2_OGNIMOKN_05303	NA	3.4863	NA
S2_OGNIMOKN_05304	NA	7.1979	NA
S2_OGNIMOKN_05305	NA	8.2316	NA
S2_OGNIMOKN_05306	NA	64.7519	NA
S2_OGNIMOKN_05307	NA	NA	NA
S2_OGNIMOKN_05308	NA	NA	NA
S2_OGNIMOKN_05309	NA	4.2931	NA
S2_OGNIMOKN_05310	NA	5.604	NA
S2_OGNIMOKN_05311	NA	5.2547	NA
S2_OGNIMOKN_05312	NA	5.2427	NA
S2_OGNIMOKN_05313	NA	5.0106	NA
S2_OGNIMOKN_05314	NA	8.9965	NA
S2_OGNIMOKN_05315	NA	4.697	NA
S2_OGNIMOKN_05316	NA	4.3824	NA
S2_OGNIMOKN_05317	NA	6.0596	NA
S2_OGNIMOKN_05319	NA	6.9142	NA
S2_OGNIMOKN_05320	NA	4.8496	NA
S2_OGNIMOKN_05322	NA	3.2513	NA
S2_OGNIMOKN_05323	NA	4.5404	NA
S2_OGNIMOKN_05324	NA	4.5175	NA
S2_OGNIMOKN_05325	NA	6.25	NA
S2_OGNIMOKN_05326	NA	8.2542	NA
S2_OGNIMOKN_05327	NA	3.624	NA
S2_OGNIMOKN_05328	NA	4.2879	NA
S2_OGNIMOKN_05329	NA	4.0358	NA
S2_OGNIMOKN_05330	NA	7.3259	NA
S2_OGNIMOKN_05331	NA	4.5023	NA
S2_OGNIMOKN_05332	NA	4.5778	NA
S2_OGNIMOKN_05333	NA	5.3028	NA
S2_OGNIMOKN_05334	NA	5.8218	NA
S2_OGNIMOKN_05335	NA	30.5686	NA
S2_OGNIMOKN_05336	NA	5.7095	NA
S2_OGNIMOKN_05337	NA	3.7147	NA
S2_OGNIMOKN_05338	NA	2.2869	NA
S2_OGNIMOKN_05339	NA	3.0072	NA
S2_OGNIMOKN_05340	NA	NA	NA
S2_OGNIMOKN_05341	NA	NA	NA
S2_OGNIMOKN_05342	NA	2.4176	NA
S2_OGNIMOKN_05343	NA	3.1897	NA
S2_OGNIMOKN_05345	NA	4.92	NA
S2_OGNIMOKN_05346	NA	NA	NA
S2_OGNIMOKN_05347	NA	21.0349	NA
S2_OGNIMOKN_05348	NA	61.7773	NA
S2_OGNIMOKN_05349	NA	5.5382	NA
S2_OGNIMOKN_05351	NA	7.1495	NA
S2_OGNIMOKN_05352	NA	9.8456	NA
S2_OGNIMOKN_05353	NA	2.5	NA
S2_OGNIMOKN_05354	NA	3.0759	NA
S2_OGNIMOKN_05356	NA	5.161	NA
S2_OGNIMOKN_05357	NA	3.3667	NA
S2_OGNIMOKN_05358	NA	2.4531	NA
S2_OGNIMOKN_05359	NA	3.7204	NA
S2_OGNIMOKN_05360	NA	7.6311	NA
S2_OGNIMOKN_05361	NA	7.391	NA
S2_OGNIMOKN_05363	NA	6.8048	NA
S2_OGNIMOKN_05364	NA	5.6333	NA
S2_OGNIMOKN_05365	NA	3.357	NA
S2_OGNIMOKN_05366	NA	5.8765	NA
S2_OGNIMOKN_05367	NA	NA	NA
S2_OGNIMOKN_05368	NA	2.7091	NA
S2_OGNIMOKN_05369	NA	NA	NA
S2_OGNIMOKN_05370	NA	60.7486	NA
S2_OGNIMOKN_05371	NA	56.4439	NA
S2_OGNIMOKN_05372	NA	NA	NA
S2_OGNIMOKN_05373	NA	3.9511	NA
S2_OGNIMOKN_05374	NA	12.1133	NA
S2_OGNIMOKN_05375	NA	NA	NA
S2_OGNIMOKN_05376	NA	3.5289	NA
S2_OGNIMOKN_05377	NA	2.7611	NA
S2_OGNIMOKN_05378	NA	5.9657	NA
S2_OGNIMOKN_05379	NA	33.5378	NA
S2_OGNIMOKN_05380	NA	5.7931	NA
S2_OGNIMOKN_05382	NA	NA	NA
S2_OGNIMOKN_05383	NA	12.0693	NA
S2_OGNIMOKN_05384	NA	10.8575	NA
S2_OGNIMOKN_05385	NA	4.5136	NA
S2_OGNIMOKN_05386	NA	3.0752	NA
S2_OGNIMOKN_05387	NA	NA	NA
S2_OGNIMOKN_05388	NA	7.7455	NA
S2_OGNIMOKN_05389	NA	NA	NA
S2_OGNIMOKN_05390	NA	4.6198	NA
S2_OGNIMOKN_05391	NA	5.5684	NA
S2_OGNIMOKN_05392	NA	3.313	NA
S2_OGNIMOKN_05393	NA	7.3675	NA
S2_OGNIMOKN_05394	NA	5.8841	NA
S2_OGNIMOKN_05395	NA	NA	NA
S2_OGNIMOKN_05396	NA	4.9072	NA
S2_OGNIMOKN_05398	NA	NA	NA
S2_OGNIMOKN_05399	NA	19.8538	NA
S2_OGNIMOKN_05402	NA	2.2491	NA
S2_OGNIMOKN_05403	NA	16.6064	NA
S2_OGNIMOKN_05404	NA	NA	NA
S2_OGNIMOKN_05405	NA	NA	NA
S2_OGNIMOKN_05406	NA	12.7333	NA
S2_OGNIMOKN_05407	NA	4.2319	NA
S2_OGNIMOKN_05408	NA	NA	NA
S2_OGNIMOKN_05409	NA	3.6732	NA
S2_OGNIMOKN_05410	NA	21.5086	NA
S2_OGNIMOKN_05411	NA	39.2783	NA
S2_OGNIMOKN_05412	NA	35.3625	NA
S2_OGNIMOKN_05413	NA	38.4514	NA
S2_OGNIMOKN_05414	NA	33.82	NA
S2_OGNIMOKN_05415	NA	25.2255	NA
S2_OGNIMOKN_05416	NA	24.6667	NA
S2_OGNIMOKN_05418	NA	5.5271	NA
S2_OGNIMOKN_05419	NA	1.8746	NA
S2_OGNIMOKN_05420	NA	5.8783	NA
S2_OGNIMOKN_05421	NA	5.2837	NA
S2_OGNIMOKN_05422	NA	6.8733	NA
S2_OGNIMOKN_05423	NA	121.9353	NA
S2_OGNIMOKN_05425	NA	5.8652	NA
S2_OGNIMOKN_05427	NA	4.1355	NA
S2_OGNIMOKN_05429	NA	6.22	NA
S2_OGNIMOKN_05431	NA	3.24	NA
S2_OGNIMOKN_05432	NA	3.9026	NA
S2_OGNIMOKN_05433	NA	9.1012	NA
S2_OGNIMOKN_05434	NA	13.2247	NA
S2_OGNIMOKN_05435	NA	10.2113	NA
S2_OGNIMOKN_05436	NA	NA	NA
S2_OGNIMOKN_05437	NA	12.1402	NA
S2_OGNIMOKN_05438	NA	11.3197	NA
S2_OGNIMOKN_05439	NA	10.0936	NA
S2_OGNIMOKN_05440	NA	9.0667	NA
S2_OGNIMOKN_05441	NA	11.283	NA
S2_OGNIMOKN_05442	NA	11.1794	NA
S2_OGNIMOKN_05443	NA	NA	NA
S2_OGNIMOKN_05444	NA	4.4678	NA
S2_OGNIMOKN_05445	NA	5.9291	NA
S2_OGNIMOKN_05446	NA	2.0102	NA
S2_OGNIMOKN_05447	NA	3.6778	NA
S2_OGNIMOKN_05448	NA	11.0107	NA
S2_OGNIMOKN_05449	NA	10.0068	NA
S2_OGNIMOKN_05450	NA	11.2181	NA
S2_OGNIMOKN_05451	NA	9.8938	NA
S2_OGNIMOKN_05452	NA	8.2181	NA
S2_OGNIMOKN_05453	NA	2.2885	NA
S2_OGNIMOKN_05454	NA	10.7505	NA
S2_OGNIMOKN_05455	NA	8.4739	NA
S2_OGNIMOKN_05456	NA	3.2691	NA
S2_OGNIMOKN_05458	NA	6.1178	NA
S2_OGNIMOKN_05459	NA	10.5178	NA
S2_OGNIMOKN_05460	NA	3.5106	NA
S2_OGNIMOKN_05461	NA	3.5989	NA
S2_OGNIMOKN_05462	NA	3.516	NA
S2_OGNIMOKN_05463	NA	4.8222	NA
S2_OGNIMOKN_05464	NA	3.024	NA
S2_OGNIMOKN_05465	NA	6.1942	NA
S2_OGNIMOKN_05466	NA	5.3743	NA
S2_OGNIMOKN_05467	NA	4.2597	NA
S2_OGNIMOKN_05468	NA	NA	NA
S2_OGNIMOKN_05469	NA	9.7042	NA
S2_OGNIMOKN_05470	NA	7.6782	NA
S2_OGNIMOKN_05471	NA	3.1772	NA
S2_OGNIMOKN_05472	NA	3.8261	NA
S2_OGNIMOKN_05473	NA	6.2706	NA
S2_OGNIMOKN_05474	NA	NA	NA
S2_OGNIMOKN_05475	NA	6.1798	NA
S2_OGNIMOKN_05476	NA	4.9527	NA
S2_OGNIMOKN_05477	NA	6.0083	NA
S2_OGNIMOKN_05478	NA	11.1692	NA
S2_OGNIMOKN_05479	NA	2.0435	NA
S2_OGNIMOKN_05480	NA	5.4304	NA
S2_OGNIMOKN_05481	NA	12.9535	NA
S2_OGNIMOKN_05483	NA	17.9416	NA
S2_OGNIMOKN_05484	NA	NA	NA
S2_OGNIMOKN_05485	NA	NA	NA
S2_OGNIMOKN_05486	NA	NA	NA
S2_OGNIMOKN_05487	NA	NA	NA
S2_OGNIMOKN_05488	NA	NA	NA
S2_OGNIMOKN_05489	NA	17.8249	NA
